Month,Service Type,CBD Relation,Day Type,Time Period,Trips
04/01/2024,green,Within CBD,1,Peak,22
04/01/2024,fhv,Entering CBD,2,Overnight,3158
04/01/2024,fhv,CBD-Null,2,Peak,3794
04/01/2024,green,Entering CBD,1,Overnight,525
04/01/2024,green,Within CBD,1,Overnight,10
04/01/2024,green,Within CBD,2,Overnight,23
04/01/2024,fhv,Leaving CBD,2,Overnight,3567
04/01/2024,green,Leaving CBD,2,Peak,4
04/01/2024,fhv,Entering CBD,1,Peak,20915
04/01/2024,green,Entering CBD,2,Overnight,400
04/01/2024,green,Leaving CBD,2,Overnight,4
04/01/2024,fhv,Within CBD,1,Peak,17453
04/01/2024,fhv,Within CBD,2,Overnight,3803
04/01/2024,fhv,Leaving CBD,1,Peak,21486
04/01/2024,green,CBD-Null,2,Overnight,1
04/01/2024,fhv,Within CBD,2,Peak,6509
04/01/2024,green,Entering CBD,1,Peak,3031
04/01/2024,fhv,Entering CBD,1,Overnight,4307
04/01/2024,fhv,CBD-Null,1,Peak,39283
04/01/2024,green,Within CBD,2,Peak,19
05/01/2024,fhvhv,Entering CBD,2,Overnight,188711
05/01/2024,fhvhv,Leaving CBD,2,Peak,316676
05/01/2024,fhvhv,Leaving CBD,2,Overnight,348376
05/01/2024,fhvhv,Within CBD,2,Peak,504955
05/01/2024,fhvhv,Entering CBD,2,Peak,295138
05/01/2024,fhvhv,Leaving CBD,1,Overnight,623833
05/01/2024,fhvhv,Within CBD,1,Overnight,562025
05/01/2024,fhvhv,Entering CBD,1,Peak,985648
05/01/2024,fhvhv,Within CBD,2,Overnight,334239
05/01/2024,fhvhv,Within CBD,1,Peak,1697933
05/01/2024,fhvhv,Entering CBD,1,Overnight,256664
05/01/2024,fhvhv,Leaving CBD,1,Peak,1094100
05/01/2024,yellow,Entering CBD,2,Peak,102149
05/01/2024,yellow,CBD-Null,2,Peak,1421
05/01/2024,yellow,Leaving CBD,2,Peak,90975
05/01/2024,yellow,Within CBD,1,Peak,846208
05/01/2024,yellow,CBD-Null,2,Overnight,857
05/01/2024,yellow,CBD-Null,1,Overnight,1472
05/01/2024,yellow,Within CBD,2,Peak,249444
05/01/2024,yellow,Entering CBD,2,Overnight,29221
05/01/2024,yellow,Entering CBD,1,Peak,368205
05/01/2024,yellow,Within CBD,2,Overnight,155208
05/01/2024,yellow,Leaving CBD,1,Peak,339071
05/01/2024,yellow,Leaving CBD,2,Overnight,62322
05/01/2024,yellow,Entering CBD,1,Overnight,63856
05/01/2024,yellow,CBD-Null,1,Peak,5396
05/01/2024,yellow,Leaving CBD,1,Overnight,131220
05/01/2024,yellow,Within CBD,1,Overnight,251688
05/01/2024,green,Within CBD,1,Overnight,110
05/01/2024,fhv,Leaving CBD,1,Overnight,1764
05/01/2024,green,Entering CBD,2,Overnight,505
05/01/2024,fhv,Within CBD,1,Peak,2817
05/01/2024,fhv,Within CBD,2,Peak,259
05/01/2024,fhv,CBD-Null,1,Overnight,2754
05/01/2024,fhv,Leaving CBD,2,Overnight,372
05/01/2024,green,Entering CBD,1,Overnight,703
05/01/2024,fhv,Entering CBD,1,Peak,11935
05/01/2024,green,Entering CBD,1,Peak,3283
05/01/2024,green,Within CBD,2,Overnight,87
05/01/2024,green,Entering CBD,2,Peak,750
05/01/2024,green,Within CBD,2,Peak,58
05/01/2024,fhv,Leaving CBD,2,Peak,1371
05/01/2024,green,Leaving CBD,2,Peak,26
05/01/2024,fhv,Entering CBD,1,Overnight,614
05/01/2024,fhv,CBD-Null,2,Peak,3606
05/01/2024,fhv,Leaving CBD,1,Peak,12012
05/01/2024,green,Within CBD,1,Peak,178
05/01/2024,fhv,CBD-Null,2,Overnight,1616
05/01/2024,fhv,Within CBD,2,Overnight,76
05/01/2024,fhv,Entering CBD,2,Overnight,479
05/01/2024,green,Leaving CBD,1,Overnight,54
05/01/2024,fhv,CBD-Null,1,Peak,38215
05/01/2024,fhv,Within CBD,1,Overnight,294
05/01/2024,fhv,Entering CBD,2,Peak,1471
05/01/2024,green,Leaving CBD,2,Overnight,29
05/01/2024,green,Leaving CBD,1,Peak,89
06/01/2024,fhvhv,Entering CBD,1,Peak,851718
06/01/2024,fhvhv,Within CBD,2,Overnight,406948
06/01/2024,fhvhv,Entering CBD,1,Overnight,220070
06/01/2024,fhvhv,Entering CBD,2,Overnight,249027
06/01/2024,fhvhv,Within CBD,1,Overnight,479195
06/01/2024,fhvhv,Within CBD,1,Peak,1485546
06/01/2024,fhvhv,Within CBD,2,Peak,595972
06/01/2024,fhvhv,Entering CBD,2,Peak,362076
06/01/2024,fhvhv,Leaving CBD,1,Peak,929422
06/01/2024,fhvhv,Leaving CBD,2,Overnight,434224
06/01/2024,fhvhv,Leaving CBD,1,Overnight,535471
06/01/2024,fhvhv,Leaving CBD,2,Peak,386705
06/01/2024,yellow,Entering CBD,2,Peak,114736
06/01/2024,yellow,Entering CBD,1,Overnight,50438
06/01/2024,yellow,CBD-Null,1,Overnight,1387
06/01/2024,yellow,Within CBD,2,Overnight,203846
06/01/2024,yellow,CBD-Null,2,Peak,1744
06/01/2024,yellow,Within CBD,1,Peak,764178
06/01/2024,yellow,Leaving CBD,2,Peak,103238
06/01/2024,yellow,CBD-Null,2,Overnight,1205
06/01/2024,yellow,Leaving CBD,1,Overnight,116472
06/01/2024,yellow,Leaving CBD,1,Peak,290654
06/01/2024,yellow,CBD-Null,1,Peak,4880
06/01/2024,yellow,Entering CBD,2,Overnight,38536
06/01/2024,yellow,Entering CBD,1,Peak,316887
06/01/2024,yellow,Within CBD,2,Peak,297270
06/01/2024,yellow,Within CBD,1,Overnight,229542
06/01/2024,yellow,Leaving CBD,2,Overnight,81007
06/01/2024,green,CBD-Null,1,Peak,1
06/01/2024,green,Entering CBD,1,Peak,2759
06/01/2024,fhv,Entering CBD,1,Peak,17526
06/01/2024,green,Entering CBD,2,Overnight,710
06/01/2024,fhv,Leaving CBD,1,Overnight,6496
06/01/2024,fhv,Leaving CBD,2,Overnight,3314
06/01/2024,green,Within CBD,2,Overnight,78
06/01/2024,green,Entering CBD,2,Peak,834
06/01/2024,green,Leaving CBD,2,Peak,12
06/01/2024,fhv,Entering CBD,1,Overnight,3753
06/01/2024,green,Within CBD,1,Overnight,85
06/01/2024,fhv,CBD-Null,1,Peak,33222
06/01/2024,fhv,CBD-Null,1,Overnight,2278
06/01/2024,fhv,Within CBD,1,Overnight,3904
06/01/2024,green,CBD-Null,1,Overnight,2
06/01/2024,green,Within CBD,2,Peak,78
06/01/2024,fhv,CBD-Null,2,Overnight,1714
06/01/2024,fhv,Entering CBD,2,Peak,6425
06/01/2024,fhv,Leaving CBD,2,Peak,4918
06/01/2024,fhv,Leaving CBD,1,Peak,17845
06/01/2024,fhv,CBD-Null,2,Peak,3933
06/01/2024,fhv,Within CBD,2,Overnight,2887
06/01/2024,fhv,Within CBD,1,Peak,13782
06/01/2024,green,Leaving CBD,1,Peak,65
06/01/2024,green,Entering CBD,1,Overnight,610
06/01/2024,green,Leaving CBD,1,Overnight,37
06/01/2024,green,Within CBD,1,Peak,147
06/01/2024,green,Leaving CBD,2,Overnight,27
06/01/2024,fhv,Entering CBD,2,Overnight,3553
06/01/2024,fhv,Within CBD,2,Peak,5682
07/01/2024,fhvhv,Within CBD,2,Overnight,304939
07/01/2024,fhvhv,Within CBD,2,Peak,475314
07/01/2024,fhvhv,Entering CBD,1,Peak,919972
07/01/2024,fhvhv,Leaving CBD,1,Overnight,535596
07/01/2024,fhvhv,Leaving CBD,2,Peak,285380
07/01/2024,fhvhv,Entering CBD,2,Peak,272087
07/01/2024,fhvhv,Leaving CBD,2,Overnight,307511
07/01/2024,fhvhv,Entering CBD,1,Overnight,228866
07/01/2024,fhvhv,Leaving CBD,1,Peak,970681
07/01/2024,fhvhv,Within CBD,1,Overnight,514157
07/01/2024,fhvhv,Entering CBD,2,Overnight,174632
07/01/2024,fhvhv,Within CBD,1,Peak,1623340
07/01/2024,yellow,CBD-Null,1,Overnight,1257
07/01/2024,yellow,CBD-Null,2,Peak,1171
07/01/2024,yellow,Leaving CBD,2,Peak,69621
07/01/2024,yellow,Entering CBD,2,Peak,76268
07/01/2024,yellow,Leaving CBD,1,Overnight,103265
07/01/2024,yellow,CBD-Null,1,Peak,4513
07/01/2024,yellow,CBD-Null,2,Overnight,718
07/01/2024,yellow,Entering CBD,1,Peak,303319
07/01/2024,yellow,Leaving CBD,1,Peak,284392
07/01/2024,yellow,Leaving CBD,2,Overnight,49466
07/01/2024,yellow,Within CBD,2,Overnight,127008
07/01/2024,yellow,Within CBD,2,Peak,207947
07/01/2024,yellow,Entering CBD,1,Overnight,47699
07/01/2024,yellow,Entering CBD,2,Overnight,23197
07/01/2024,yellow,Within CBD,1,Overnight,214499
07/01/2024,yellow,Within CBD,1,Peak,778118
07/01/2024,fhv,CBD-Null,1,Peak,19643
07/01/2024,green,Entering CBD,2,Overnight,463
07/01/2024,green,Within CBD,2,Peak,46
07/01/2024,green,Leaving CBD,2,Peak,22
07/01/2024,fhv,Entering CBD,1,Overnight,3846
07/01/2024,fhv,CBD-Null,1,Overnight,2267
07/01/2024,fhv,CBD-Null,2,Overnight,1263
07/01/2024,green,Entering CBD,1,Peak,2985
07/01/2024,green,Within CBD,1,Peak,102
07/01/2024,fhv,Entering CBD,2,Peak,5012
07/01/2024,green,Entering CBD,1,Overnight,610
07/01/2024,fhv,Entering CBD,1,Peak,19069
07/01/2024,green,Leaving CBD,1,Peak,77
07/01/2024,fhv,Within CBD,1,Peak,16682
07/01/2024,green,Entering CBD,2,Peak,679
07/01/2024,fhv,Within CBD,2,Overnight,2527
07/01/2024,green,Leaving CBD,1,Overnight,20
07/01/2024,fhv,Leaving CBD,2,Overnight,2802
07/01/2024,fhv,Leaving CBD,2,Peak,4553
07/01/2024,fhv,Entering CBD,2,Overnight,2737
07/01/2024,fhv,CBD-Null,2,Peak,2458
07/01/2024,green,Within CBD,1,Overnight,52
07/01/2024,green,Leaving CBD,2,Overnight,19
07/01/2024,fhv,Within CBD,1,Overnight,4458
07/01/2024,green,Within CBD,2,Overnight,62
07/01/2024,fhv,Leaving CBD,1,Overnight,6116
07/01/2024,fhv,Leaving CBD,1,Peak,19658
07/01/2024,green,CBD-Null,1,Peak,1
07/01/2024,fhv,Within CBD,2,Peak,5397
08/01/2024,fhvhv,Entering CBD,1,Peak,869500
08/01/2024,fhvhv,Leaving CBD,1,Overnight,483016
08/01/2024,fhvhv,Leaving CBD,2,Peak,312049
08/01/2024,fhvhv,Within CBD,1,Overnight,474244
08/01/2024,fhvhv,Entering CBD,2,Peak,292251
08/01/2024,fhvhv,Within CBD,2,Overnight,337597
08/01/2024,fhvhv,Within CBD,1,Peak,1475222
08/01/2024,fhvhv,Entering CBD,2,Overnight,189672
08/01/2024,fhvhv,Within CBD,2,Peak,523797
08/01/2024,fhvhv,Leaving CBD,1,Peak,915715
08/01/2024,fhvhv,Leaving CBD,2,Overnight,345675
08/01/2024,fhvhv,Entering CBD,1,Overnight,214309
08/01/2024,yellow,Entering CBD,1,Peak,279102
08/01/2024,yellow,Leaving CBD,2,Peak,75507
08/01/2024,yellow,Within CBD,1,Overnight,194216
08/01/2024,yellow,CBD-Null,2,Peak,1231
08/01/2024,yellow,CBD-Null,1,Peak,3951
08/01/2024,yellow,Within CBD,2,Overnight,143903
08/01/2024,yellow,Entering CBD,2,Peak,82966
08/01/2024,yellow,Leaving CBD,2,Overnight,54120
08/01/2024,yellow,Within CBD,1,Peak,710099
08/01/2024,yellow,Leaving CBD,1,Peak,263827
08/01/2024,yellow,Entering CBD,1,Overnight,41116
08/01/2024,yellow,Within CBD,2,Peak,236591
08/01/2024,yellow,CBD-Null,2,Overnight,735
08/01/2024,yellow,CBD-Null,1,Overnight,1040
08/01/2024,yellow,Entering CBD,2,Overnight,24791
08/01/2024,yellow,Leaving CBD,1,Overnight,89644
08/01/2024,green,Leaving CBD,1,Overnight,33
08/01/2024,fhv,CBD-Null,2,Peak,3953
08/01/2024,green,Leaving CBD,2,Peak,19
08/01/2024,green,Within CBD,2,Overnight,65
08/01/2024,fhv,CBD-Null,2,Overnight,2009
08/01/2024,fhv,Entering CBD,2,Overnight,464
08/01/2024,fhv,Leaving CBD,2,Peak,1221
08/01/2024,fhv,Leaving CBD,1,Overnight,1156
08/01/2024,fhv,Leaving CBD,1,Peak,9423
08/01/2024,fhv,Leaving CBD,2,Overnight,409
08/01/2024,green,Within CBD,1,Overnight,92
08/01/2024,green,Entering CBD,1,Peak,2991
08/01/2024,green,Within CBD,1,Peak,158
08/01/2024,fhv,Within CBD,1,Peak,2895
08/01/2024,fhv,Entering CBD,1,Peak,8040
08/01/2024,green,Leaving CBD,2,Overnight,25
08/01/2024,fhv,Within CBD,1,Overnight,296
08/01/2024,green,Entering CBD,1,Overnight,712
08/01/2024,green,Leaving CBD,1,Peak,52
08/01/2024,fhv,CBD-Null,1,Overnight,2883
08/01/2024,fhv,CBD-Null,1,Peak,38235
08/01/2024,fhv,Within CBD,2,Peak,379
08/01/2024,fhv,Entering CBD,2,Peak,1103
08/01/2024,green,CBD-Null,1,Peak,1
08/01/2024,green,Within CBD,2,Peak,48
08/01/2024,fhv,Entering CBD,1,Overnight,567
08/01/2024,green,Entering CBD,2,Peak,755
08/01/2024,green,CBD-Null,1,Overnight,1
08/01/2024,green,Entering CBD,2,Overnight,552
08/01/2024,fhv,Within CBD,2,Overnight,108
09/01/2024,fhvhv,Within CBD,2,Overnight,389079
09/01/2024,fhvhv,Entering CBD,2,Peak,331433
09/01/2024,fhvhv,Entering CBD,2,Overnight,218403
09/01/2024,fhvhv,Within CBD,1,Peak,1454194
09/01/2024,fhvhv,Within CBD,2,Peak,578830
09/01/2024,fhvhv,Entering CBD,1,Peak,851634
09/01/2024,fhvhv,Leaving CBD,1,Overnight,523471
09/01/2024,fhvhv,Leaving CBD,1,Peak,942295
09/01/2024,fhvhv,Leaving CBD,2,Overnight,397610
09/01/2024,fhvhv,Entering CBD,1,Overnight,219307
09/01/2024,fhvhv,Within CBD,1,Overnight,476688
09/01/2024,fhvhv,Leaving CBD,2,Peak,357193
09/01/2024,yellow,Leaving CBD,2,Overnight,76868
09/01/2024,yellow,Entering CBD,1,Peak,321181
09/01/2024,yellow,Within CBD,2,Peak,290798
09/01/2024,yellow,CBD-Null,1,Peak,4213
09/01/2024,yellow,CBD-Null,2,Peak,1351
09/01/2024,yellow,Entering CBD,2,Overnight,36679
09/01/2024,yellow,Leaving CBD,1,Peak,299515
09/01/2024,yellow,Entering CBD,2,Peak,113373
09/01/2024,yellow,Leaving CBD,2,Peak,98755
09/01/2024,yellow,CBD-Null,2,Overnight,856
09/01/2024,yellow,Entering CBD,1,Overnight,55395
09/01/2024,yellow,Within CBD,2,Overnight,196523
09/01/2024,yellow,Within CBD,1,Peak,795179
09/01/2024,yellow,Within CBD,1,Overnight,238550
09/01/2024,yellow,CBD-Null,1,Overnight,1015
09/01/2024,yellow,Leaving CBD,1,Overnight,117696
09/01/2024,fhv,CBD-Null,2,Overnight,2083
09/01/2024,green,Leaving CBD,1,Peak,56
09/01/2024,green,Within CBD,1,Peak,163
09/01/2024,fhv,Within CBD,1,Overnight,3506
09/01/2024,green,Entering CBD,2,Peak,711
09/01/2024,green,Leaving CBD,1,Overnight,46
09/01/2024,fhv,CBD-Null,1,Peak,39176
09/01/2024,green,Entering CBD,1,Overnight,868
09/01/2024,fhv,Entering CBD,1,Overnight,3906
09/01/2024,green,Entering CBD,1,Peak,2637
09/01/2024,fhv,Leaving CBD,1,Overnight,6456
09/01/2024,fhv,CBD-Null,2,Peak,4128
09/01/2024,green,Leaving CBD,2,Peak,24
09/01/2024,fhv,Entering CBD,2,Overnight,3199
09/01/2024,fhv,Entering CBD,1,Peak,19297
09/01/2024,fhv,Leaving CBD,2,Overnight,3640
09/01/2024,fhv,Leaving CBD,1,Peak,20384
09/01/2024,fhv,Entering CBD,2,Peak,5990
09/01/2024,green,CBD-Null,1,Peak,2
09/01/2024,fhv,Within CBD,2,Overnight,2965
09/01/2024,green,Within CBD,1,Overnight,96
09/01/2024,green,Within CBD,2,Peak,53
09/01/2024,green,Entering CBD,2,Overnight,585
09/01/2024,fhv,CBD-Null,1,Overnight,2847
09/01/2024,fhv,Leaving CBD,2,Peak,5465
09/01/2024,green,Within CBD,2,Overnight,97
09/01/2024,fhv,Within CBD,2,Peak,5723
09/01/2024,fhv,Within CBD,1,Peak,14523
09/01/2024,green,CBD-Null,2,Peak,1
09/01/2024,green,Leaving CBD,2,Overnight,26
10/01/2024,fhvhv,Within CBD,1,Peak,1624420
10/01/2024,fhvhv,Leaving CBD,1,Peak,1080083
10/01/2024,fhvhv,Entering CBD,2,Overnight,205443
10/01/2024,fhvhv,Entering CBD,1,Peak,954551
10/01/2024,fhvhv,Within CBD,2,Peak,485584
10/01/2024,fhvhv,Within CBD,1,Overnight,536004
10/01/2024,fhvhv,Entering CBD,1,Overnight,240940
10/01/2024,fhvhv,Within CBD,2,Overnight,354846
10/01/2024,fhvhv,Entering CBD,2,Peak,293077
10/01/2024,fhvhv,Leaving CBD,2,Peak,321100
10/01/2024,fhvhv,Leaving CBD,1,Overnight,595895
10/01/2024,fhvhv,Leaving CBD,2,Overnight,373759
10/01/2024,yellow,CBD-Null,2,Overnight,866
10/01/2024,yellow,Leaving CBD,2,Peak,92443
10/01/2024,yellow,CBD-Null,1,Peak,5431
10/01/2024,yellow,Leaving CBD,1,Overnight,132246
10/01/2024,yellow,CBD-Null,1,Overnight,1270
10/01/2024,yellow,Entering CBD,2,Overnight,34601
10/01/2024,yellow,Within CBD,1,Overnight,256630
10/01/2024,yellow,Within CBD,2,Peak,252803
10/01/2024,yellow,CBD-Null,2,Peak,1420
10/01/2024,yellow,Leaving CBD,1,Peak,343412
10/01/2024,yellow,Entering CBD,1,Overnight,63760
10/01/2024,yellow,Entering CBD,2,Peak,102725
10/01/2024,yellow,Entering CBD,1,Peak,370320
10/01/2024,yellow,Within CBD,1,Peak,871294
10/01/2024,yellow,Leaving CBD,2,Overnight,73339
10/01/2024,yellow,Within CBD,2,Overnight,182429
10/01/2024,green,Leaving CBD,2,Peak,5
10/01/2024,fhv,Within CBD,1,Overnight,4379
10/01/2024,green,Entering CBD,2,Overnight,518
10/01/2024,green,Leaving CBD,1,Overnight,9
10/01/2024,fhv,CBD-Null,2,Overnight,1726
10/01/2024,fhv,Within CBD,1,Peak,15683
10/01/2024,green,CBD-Null,2,Overnight,1
10/01/2024,fhv,Entering CBD,1,Peak,17644
10/01/2024,fhv,CBD-Null,2,Peak,3307
10/01/2024,green,Within CBD,1,Peak,46
10/01/2024,fhv,Leaving CBD,1,Overnight,6732
10/01/2024,green,Within CBD,2,Peak,12
10/01/2024,green,Entering CBD,2,Peak,652
10/01/2024,fhv,Leaving CBD,2,Overnight,3193
10/01/2024,fhv,CBD-Null,1,Peak,41814
10/01/2024,green,Entering CBD,1,Peak,3052
10/01/2024,fhv,Within CBD,2,Overnight,2684
10/01/2024,fhv,Entering CBD,1,Overnight,4007
10/01/2024,green,Entering CBD,1,Overnight,643
10/01/2024,fhv,CBD-Null,1,Overnight,3131
10/01/2024,green,Leaving CBD,2,Overnight,10
10/01/2024,fhv,Within CBD,2,Peak,4625
10/01/2024,green,Within CBD,1,Overnight,12
10/01/2024,green,Leaving CBD,1,Peak,36
10/01/2024,fhv,Entering CBD,2,Overnight,2549
10/01/2024,fhv,Leaving CBD,2,Peak,4054
10/01/2024,green,Within CBD,2,Overnight,16
10/01/2024,fhv,Entering CBD,2,Peak,4661
10/01/2024,fhv,Leaving CBD,1,Peak,17477
11/01/2024,fhvhv,Entering CBD,1,Peak,858242
11/01/2024,fhvhv,Leaving CBD,1,Peak,962044
11/01/2024,fhvhv,Leaving CBD,1,Overnight,529146
11/01/2024,fhvhv,Within CBD,2,Overnight,413793
11/01/2024,fhvhv,Entering CBD,2,Peak,339831
11/01/2024,fhvhv,Entering CBD,2,Overnight,218230
11/01/2024,fhvhv,Leaving CBD,2,Peak,361875
11/01/2024,fhvhv,Within CBD,1,Peak,1474462
11/01/2024,fhvhv,Leaving CBD,2,Overnight,411519
11/01/2024,fhvhv,Within CBD,1,Overnight,500706
11/01/2024,fhvhv,Within CBD,2,Peak,598251
11/01/2024,fhvhv,Entering CBD,1,Overnight,211644
11/01/2024,yellow,Leaving CBD,1,Peak,305742
11/01/2024,yellow,Leaving CBD,2,Peak,106111
11/01/2024,yellow,Entering CBD,2,Overnight,37092
11/01/2024,yellow,Entering CBD,1,Overnight,52035
11/01/2024,yellow,CBD-Null,2,Peak,1515
11/01/2024,yellow,Within CBD,2,Peak,303132
11/01/2024,yellow,Leaving CBD,1,Overnight,111945
11/01/2024,yellow,Within CBD,2,Overnight,196534
11/01/2024,yellow,Within CBD,1,Peak,774774
11/01/2024,yellow,CBD-Null,1,Peak,4077
11/01/2024,yellow,Entering CBD,1,Peak,329300
11/01/2024,yellow,Entering CBD,2,Peak,117764
11/01/2024,yellow,CBD-Null,1,Overnight,1047
11/01/2024,yellow,Leaving CBD,2,Overnight,78292
11/01/2024,yellow,CBD-Null,2,Overnight,994
11/01/2024,yellow,Within CBD,1,Overnight,219974
11/01/2024,fhv,CBD-Null,1,Overnight,2476
11/01/2024,green,Leaving CBD,1,Peak,27
11/01/2024,fhv,CBD-Null,2,Peak,3893
11/01/2024,fhv,CBD-Null,2,Overnight,2004
11/01/2024,green,CBD-Null,1,Peak,2
11/01/2024,green,Entering CBD,2,Overnight,522
11/01/2024,fhv,Within CBD,1,Peak,15266
11/01/2024,green,Entering CBD,1,Overnight,409
11/01/2024,fhv,Entering CBD,1,Peak,18560
11/01/2024,fhv,Within CBD,1,Overnight,4646
11/01/2024,green,Leaving CBD,2,Peak,6
11/01/2024,green,Within CBD,1,Overnight,1
11/01/2024,fhv,Leaving CBD,1,Peak,20169
11/01/2024,green,Entering CBD,2,Peak,712
11/01/2024,fhv,Leaving CBD,1,Overnight,7991
11/01/2024,fhv,Entering CBD,2,Peak,6207
11/01/2024,green,Entering CBD,1,Peak,2750
11/01/2024,fhv,Leaving CBD,2,Peak,5732
11/01/2024,fhv,Entering CBD,2,Overnight,3387
11/01/2024,fhv,Within CBD,2,Overnight,3524
11/01/2024,green,Within CBD,1,Peak,7
11/01/2024,fhv,CBD-Null,1,Peak,29671
11/01/2024,fhv,Entering CBD,1,Overnight,3886
11/01/2024,fhv,Leaving CBD,2,Overnight,4599
11/01/2024,fhv,Within CBD,2,Peak,6105
12/01/2024,fhvhv,Within CBD,1,Peak,1556512
12/01/2024,fhvhv,Leaving CBD,2,Peak,347629
12/01/2024,fhvhv,Within CBD,2,Peak,584505
12/01/2024,fhvhv,Entering CBD,2,Overnight,190340
12/01/2024,fhvhv,Entering CBD,1,Overnight,221859
12/01/2024,fhvhv,Entering CBD,2,Peak,319723
12/01/2024,fhvhv,Leaving CBD,1,Peak,978301
12/01/2024,fhvhv,Within CBD,1,Overnight,532995
12/01/2024,fhvhv,Leaving CBD,1,Overnight,592511
12/01/2024,fhvhv,Within CBD,2,Overnight,360889
12/01/2024,fhvhv,Entering CBD,1,Peak,894371
12/01/2024,fhvhv,Leaving CBD,2,Overnight,387757
12/01/2024,yellow,CBD-Null,1,Overnight,1038
12/01/2024,yellow,Leaving CBD,1,Overnight,124023
12/01/2024,yellow,Within CBD,1,Overnight,242639
12/01/2024,yellow,Entering CBD,1,Peak,321033
12/01/2024,yellow,Leaving CBD,2,Overnight,66367
12/01/2024,yellow,Within CBD,1,Peak,812129
12/01/2024,yellow,Entering CBD,1,Overnight,57081
12/01/2024,yellow,Leaving CBD,2,Peak,99897
12/01/2024,yellow,Entering CBD,2,Overnight,32049
12/01/2024,yellow,Within CBD,2,Overnight,162583
12/01/2024,yellow,Entering CBD,2,Peak,107026
12/01/2024,yellow,CBD-Null,1,Peak,3965
12/01/2024,yellow,Within CBD,2,Peak,304235
12/01/2024,yellow,CBD-Null,2,Peak,1560
12/01/2024,yellow,Leaving CBD,1,Peak,299549
12/01/2024,yellow,CBD-Null,2,Overnight,887
12/01/2024,fhv,CBD-Null,2,Overnight,2231
12/01/2024,green,Within CBD,2,Overnight,1
12/01/2024,fhv,Entering CBD,1,Peak,9238
12/01/2024,green,CBD-Null,1,Peak,1
12/01/2024,green,Leaving CBD,2,Overnight,1
12/01/2024,fhv,Leaving CBD,1,Peak,9391
12/01/2024,green,Entering CBD,1,Overnight,343
12/01/2024,green,CBD-Null,1,Overnight,2
12/01/2024,fhv,CBD-Null,2,Peak,4756
12/01/2024,green,Entering CBD,1,Peak,2622
12/01/2024,fhv,Within CBD,2,Overnight,265
12/01/2024,fhv,Within CBD,1,Overnight,609
12/01/2024,fhv,Leaving CBD,2,Peak,1427
12/01/2024,fhv,Within CBD,2,Peak,599
12/01/2024,fhv,CBD-Null,1,Overnight,3155
12/01/2024,fhv,Leaving CBD,1,Overnight,1845
12/01/2024,fhv,CBD-Null,1,Peak,43473
12/01/2024,green,Entering CBD,2,Overnight,376
12/01/2024,fhv,Entering CBD,1,Overnight,784
12/01/2024,green,Entering CBD,2,Peak,759
12/01/2024,green,Within CBD,2,Peak,2
12/01/2024,fhv,Entering CBD,2,Overnight,466
12/01/2024,green,Leaving CBD,2,Peak,2
12/01/2024,green,Leaving CBD,1,Peak,23
12/01/2024,green,Within CBD,1,Peak,9
12/01/2024,fhv,Within CBD,1,Peak,3339
12/01/2024,green,Leaving CBD,1,Overnight,1
12/01/2024,fhv,Leaving CBD,2,Overnight,538
12/01/2024,fhv,Entering CBD,2,Peak,1518
01/01/2025,fhvhv,Entering CBD,2,Peak,293775
01/01/2025,fhvhv,Leaving CBD,2,Overnight,306168
01/01/2025,fhvhv,Entering CBD,1,Peak,925529
01/01/2025,fhvhv,Entering CBD,1,Overnight,213670
01/01/2025,fhvhv,Entering CBD,2,Overnight,161917
01/01/2025,fhvhv,Leaving CBD,2,Peak,295760
01/01/2025,fhvhv,Within CBD,1,Overnight,497495
01/01/2025,fhvhv,Within CBD,1,Peak,1695259
01/01/2025,fhvhv,Leaving CBD,1,Overnight,520749
01/01/2025,fhvhv,Within CBD,2,Overnight,308967
01/01/2025,fhvhv,Leaving CBD,1,Peak,1009454
01/01/2025,fhvhv,Within CBD,2,Peak,554595
01/01/2025,yellow,Leaving CBD,2,Overnight,58735
01/01/2025,yellow,Entering CBD,2,Peak,83273
01/01/2025,yellow,CBD-Null,2,Overnight,643
01/01/2025,yellow,Within CBD,1,Peak,828962
01/01/2025,yellow,Entering CBD,1,Overnight,48875
01/01/2025,yellow,Entering CBD,1,Peak,313295
01/01/2025,yellow,CBD-Null,1,Overnight,892
01/01/2025,yellow,Within CBD,1,Overnight,234015
01/01/2025,yellow,Leaving CBD,1,Peak,306006
01/01/2025,yellow,Leaving CBD,1,Overnight,106198
01/01/2025,yellow,Leaving CBD,2,Peak,77112
01/01/2025,yellow,Within CBD,2,Peak,238668
01/01/2025,yellow,Entering CBD,2,Overnight,26418
01/01/2025,yellow,CBD-Null,1,Peak,4027
01/01/2025,yellow,CBD-Null,2,Peak,1154
01/01/2025,yellow,Within CBD,2,Overnight,165977
01/01/2025,fhv,Within CBD,2,Overnight,2014
01/01/2025,fhv,Entering CBD,1,Peak,20406
01/01/2025,fhv,Leaving CBD,1,Overnight,6566
01/01/2025,fhv,Entering CBD,2,Peak,5329
01/01/2025,green,CBD-Null,1,Peak,1
01/01/2025,green,Within CBD,1,Peak,4
01/01/2025,green,Leaving CBD,2,Peak,1
01/01/2025,fhv,Leaving CBD,1,Peak,20843
01/01/2025,green,Entering CBD,2,Peak,559
01/01/2025,green,Entering CBD,2,Overnight,276
01/01/2025,fhv,CBD-Null,2,Peak,3744
